,Proyecto de Ley,Palabra Clave,Estado,Fecha Radicación,Resumen,Tipo,link,ID
596,Por medio de la cual se crea el registro nacional de obras civiles inconclusas de las entidades estatales y se dictan otras disposiciones. ,Registro de obras inconclusas,Aprobado Segundo Debate,"jul. 20, 2018","Crear el Registro Nacional de Obras Civiles Inconclusas de las entidades estatales y ordenar que en él se incorporen la identificación y valoración de aquellas construidas total o parcialmente con recursos públicos y que requieren de un tratamiento de evaluación e inversión tanto técnica como financiera, para determinar si se concluyen, se demuelen, se venden o se ceden en comodato.",Proyecto de Ley,https://congresovisible.uniandes.edu.co/proyectos-de-ley/ppor-medio-de-la-cual-se-crea-el-registro-nacional-de-obras-civiles-inconclusas-de-las-entidades-estatales-y-se-dictan-otras-disposiciones-registro-de-obras-inconclusas/9372/,597
597,"Por la cual se dictan normas para suprimir y prohibir la contratación laboral, mediante cooperativas de trabajo asociado y demás formas de tercerización laboral. ",Tercerización laboral,Publicación,"jul. 20, 2018","Queda prohibido en el territorio nacional, la contratación de personal a través de cooperativas de trabajo asociado y cualquier otro tipo de asociación, sociedad o esquema legal que permita, contenga o encubra prácticas de intermediación laboral destinadas a favorecer a beneficiarios y/o empleadores. Tampoco se permitirá la contratación a través del Contrato sindical para el desarrollo de labores misionales y permanentes, en ningún sector de la económica nacional público o privado.",Proyecto de Ley,https://congresovisible.uniandes.edu.co/proyectos-de-ley/ppor-la-cual-se-dictan-normas-para-suprimir-y-prohibir-la-contratacion-laboral-mediante-cooperativas-de-trabajo-asociado-y-demas-formas-de-tercerizacion-laboral-tercerizacion-laboral/9373/,598
598,Por medio de la cual se derogan las disposiciones que no lograron los efectos prácticos para la generación de empleo Ley 789 de 2002. ,Modificaciones a la ley de empleo,Publicación,"jul. 20, 2018","Este proyecto de ley busca enfocar lo inconducente por lo prescrito en la Ley 789 de 2002, la cual establece la obligatoriedad de la evaluación de las normas aprobadas después de doce años de su vigencia y estipula (además) que “el Gobierno nacional presentará al Congreso Nacional un proyecto de ley que modifique o derogue las disposiciones que no hayan logrado efectos prácticos para la generación de empleo”.",Proyecto de Ley,https://congresovisible.uniandes.edu.co/proyectos-de-ley/ppor-medio-de-la-cual-se-derogan-las-disposiciones-que-no-lograron-los-efectos-practicos-para-la-generacion-de-empleo-ley-789-de-2002-modificaciones-a-la-ley-de-empleo/9374/,599
599,Por la cual se promueve el pluralismo político y la adquisición progresiva de derechos de los partidos políticos y movimientos políticos mediante la conformación de coaliciones a corporaciones públicas. ,Coaliciones a corporaciones públicas,Publicada Ponencia Primer Debate,"jul. 20, 2018","La presente ley tiene por objeto regular las coaliciones de partidos y movimientos políticos para corporaciones públicas como mecanismo para promover el pluralismo político, garantizar la participación de los partidos y movimientos políticos y su adquisición progresiva de derechos.",Proyecto de ley Estatutaria,https://congresovisible.uniandes.edu.co/proyectos-de-ley/ppor-la-cual-se-promueve-el-pluralismo-politico-y-la-adquisicion-progresiva-de-derechos-de-los-partidos-politicos-y-movimientos-politicos-mediante-la-conformacion-de-coaliciones-a-corporaciones-publicas-coaliciones-a-corporaciones-publicas/9376/,600
600,"Por la cual se desarrolla el artículo 22 de la Carta Política colombiana, atinente al derecho y deber fundamental de la paz y se dictan otras disposiciones. ",Derecho a la paz,Publicada Ponencia Primer Debate,"jul. 20, 2018","La presente Ley Estatutaria tiene por objeto desarrollar la definición de paz, lo concerniente al ejercicio del derecho y deber a la paz de acuerdo a lo estipulado en el artículo 22 de la Constitución Política Colombiana. Así mismo, los mecanismos de aplicación para la solución de conflictos, la participación del Estado como garante y protector de derechos y los beneficios del cumplimiento del deber.",Proyecto de ley Estatutaria,https://congresovisible.uniandes.edu.co/proyectos-de-ley/ppor-la-cual-se-desarrolla-el-articulo-22-de-la-carta-politica-colombiana-atinente-al-derecho-y-deber-fundamental-de-la-paz-y-se-dictan-otras-disposiciones-derecho-a-la-paz/9377/,601
601,"Por medio del cual se reconoce al campesinado como sujeto de derechos, se reconoce el derecho a la tierra y a la territorialidad campesina y se adoptan disposiciones sobre la consulta popular. ",Campesinado como sujeto de derechos,Archivado por Vencimiento de Términos,"jul. 20, 2018","Se garantizará el derecho a la tierra. Es deber del Estado promover políticas redistributivas que permitan el acceso del campesinado a la tierra en forma individual, asociativa o colectiva, así como a otros recursos productivos. En todos los casos la distribución de los recursos productivos garantizará la equidad de género.",Proyecto Acto Legislativo,https://congresovisible.uniandes.edu.co/proyectos-de-ley/ppor-medio-del-cual-se-reconoce-al-campesinado-como-sujeto-de-derechos-se-reconoce-el-derecho-a-la-tierra-y-a-la-territorialidad-campesina-y-se-adoptan-disposiciones-sobre-la-consulta-popular-campesinado-como-sujeto-de-derechos/9380/,602
602,Por medio del cual se fortalece la educación a distancia a través de la Universidad Nacional Abierta y a Distancia (UNAD). ,"Fortalece la Universidad Nacional Abierta y a Distancia, UNAD",Publicación,"jul. 20, 2018","Autoriza al Gobierno nacional para que incorpore dentro del Presupuesto General de la Nación, durante cinco (5) años consecutivos, las partidas presupuestales necesarias para financiar la infraestructura física y tecnológica de la UNAD en cumplimiento de su misión por valor de 250.000.000, doscientos cincuenta mil millones de pesos ($50.000.000 anualmente.",Proyecto de Ley,https://congresovisible.uniandes.edu.co/proyectos-de-ley/ppor-medio-del-cual-se-fortalece-la-educacion-a-distancia-a-traves-de-la-universidad-nacional-abierta-y-a-distancia-unad-fortalece-la-universidad-nacional-abierta-y-a-distancia-unad/9405/,603
603,Por medio del cual se crea el Instituto Nacional de Protección y Bienestar Animal y se dictan otras disposiciones. ,Crea el Instituto Nacional de Protección y Bienestar Animal,Publicada Ponencia Primer Debate,"jul. 20, 2018","La presente ley tiene por objeto crear el Instituto Nacional De Protección Y Bienestar Animal, quien dará los lineamientos y coordinará la Política Pública Nacional de Protección y Bienestar Animal.",Proyecto de Ley,https://congresovisible.uniandes.edu.co/proyectos-de-ley/ppor-medio-del-cual-se-crea-el-instituto-nacional-de-proteccion-y-bienestar-animal-y-se-dictan-otras-disposiciones-crea-el-instituto-nacional-de-proteccion-y-bienestar-animal/9411/,604
604,Por medio de la cual se establecen medidas para garantizar la prestación de los servicios de salud oncopediátrica y se declara urgencia médica la atención integral a los menores con cáncer y se dictan otras disposiciones – Ley Jacobo-. ,Prestación de servicios de salud oncopediátrica,Aprobado Segundo Debate,"jul. 20, 2018","La presente ley tiene por objeto establecer medidas que hagan efectiva la protección del derecho fundamental a la salud de los menores de 18 años con diagnóstico o presunción de cáncer y además de declarar su atención integral como urgencia médica, garantizando el acceso efectivo a los servicios de salud oncopediátrica.  ",Proyecto de Ley,https://congresovisible.uniandes.edu.co/proyectos-de-ley/ppor-medio-de-la-cual-se-establecen-medidas-para-garantizar-la-prestacion-de-los-servicios-de-salud-oncopediatrica-y-se-declara-urgencia-medica-la-atencion-integral-a-los-menores-con-cancer-y-se-dictan-otras-disposiciones--ley-jacobo--prestacion-de-servicios-de-salud-oncopediatrica/9412/,605
605,Por medio de la cual se crea el Plan Nacional de Desarme Blanco Ciudadano. ,Plan de desarme,Publicada Ponencia Primer Debate,"jul. 20, 2018","La presente ley tiene como objeto la	creación de una estrategia en	el marco de la convivencia y	seguridad ciudadana en el territorio nacional, con el fin de	garantizar la creación y el fortalecimiento de la previsión, prevención y control de las lesiones personales, homicidios y delitos cometidos con armas cortopunzantes y/o	blancas.",Proyecto de Ley,https://congresovisible.uniandes.edu.co/proyectos-de-ley/ppor-medio-de-la-cual-se-crea-el-plan-nacional-de-desarme-blanco-ciudadano-plan-de-desarme/9414/,606
606,Por medio de la cual se crea la red pública mayorista abierta de telecomunicaciones. ,Red pública mayorista abierta de telecomunicaciones,Publicada Ponencia Primer Debate,"jul. 20, 2018","El Gobierno Nacional garantizará el diseño, instalación, operación y mantenimiento de una red pública mayorista abierta de telecomunicaciones (RPMAT) de banda ancha 4G LTE migrable a 5G o tecnología superior que asegure la prestación eficiente a todos los habitantes del territorio nacional de la comunicación de banda ancha  y de los servicios de telecomunicaciones.",Proyecto de Ley,https://congresovisible.uniandes.edu.co/proyectos-de-ley/ppor-medio-de-la-cual-se-crea-la-red-publica-mayorista-abierta-de-telecomunicaciones-red-publica-mayorista-abierta-de-telecomunicaciones/9416/,607
607,Por medio del cual se crea el Ministerio de Familia en la Rama Ejecutiva. ,Crea el Ministerio de Familia,Publicada Ponencia Primer Debate,"jul. 20, 2018","Crea el Ministerio de la Familia como organismo rector del Sistema de Protección, Emprendimiento y Formación Integral de la Familia, encargado de formular, coordinar, ejecutar y vigilar la política del Estado en esta materia, en concordancia con los planes y programas de desarrollo, según los principios de participación contemplados en esta ley.",Proyecto de Ley,https://congresovisible.uniandes.edu.co/proyectos-de-ley/ppor-medio-del-cual-se-crea-el-ministerio-de-familia-en-la-rama-ejecutiva-crea-el-ministerio-de-familia/9418/,608
608,"Por la cual se penaliza la dosis mínima y de aprovisionamiento, se crean entornos seguros para niños, niñas y adolescentes y se dictan otras disposiciones. ",Penaliza la dosis mínima,Publicación,"jul. 20, 2018","La presente ley tiene como objeto la protección, prevención y sanción del uso, porte y fabricación de sustancias estupefacientes, así como la creación de una política pública preventiva y de acción sobre los adicto-dependientes en materia de protección de derechos y acompañamiento integral por parte de las instituciones del Estado.",Proyecto de Ley,https://congresovisible.uniandes.edu.co/proyectos-de-ley/ppor-la-cual-se-penaliza-la-dosis-minima-y-de-aprovisionamiento-se-crean-entornos-seguros-para-ninos-ninas-y-adolescentes-y-se-dictan-otras-disposiciones-penaliza-la-dosis-minima/9419/,609
609,Por medio del cual se crea la política de relevo generacional en el campo y se crean otras disposiciones en materia pensional. ,Pensiones rurales,Retirado por el Autor,"jul. 20, 2018","La presente ley tiene por objeto establecer un conjunto de medidas administrativas, sociales, educativas, financieras y económicas en beneficio de la población joven campesina, que les permita permanecer en el campo y continuar desarrollando su actividad productiva y así lograr el relevo generacional. ",Proyecto de Ley,https://congresovisible.uniandes.edu.co/proyectos-de-ley/ppor-medio-del-cual-se-crea-la-politica-de-relevo-generacional-en-el-campo-y-se-crean-otras-disposiciones-en-materia-pensional-pensiones-rurales/9423/,610
610,"Por el cual se modifica el artículo 20 de la Constitución Política, se establece la inclusión digital como derecho fundamental y se dictan otras disposiciones. ",Inclusión digital como derecho fundamental,Archivado por Vencimiento de Términos,"jul. 20, 2018","El Estado garantizará el derecho a la inclusión digital a todos los habitantes del territorio nacional. Para tal efecto, el Gobierno Nacional establecerá una política pública progresiva de inclusión digital universal con metas anuales en su Plan Nacional de Desarrollo",Proyecto Acto Legislativo,https://congresovisible.uniandes.edu.co/proyectos-de-ley/ppor-el-cual-se-modifica-el-articulo-20-de-la-constitucion-politica-se-establece-la-inclusion-digital-como-derecho-fundamental-y-se-dictan-otras-disposiciones-inclusion-digital-como-derecho-fundamental/9424/,611
